Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Month,DayOfWeek,Is_Weekend,Likes_Per_View,Shares_Per_View,Comments_Per_View,Engagement_Rate
2023-06-20,YouTube,#Fitness,Reel,Japan,1658169,328783,1574,11658,High,6,1,0,0.1982807542536376,0.0009492397940137585,0.007030646454010418,20.626064050166175
2022-02-28,Twitter,#Dance,Post,Japan,723296,216935,93964,23402,Low,2,0,0,0.2999256182807592,0.129910852541698,0.03235466530991461,46.21911361323718
2022-12-13,TikTok,#Tech,Tweet,Japan,3206060,426226,17467,29795,High,12,1,0,0.1329438625602765,0.005448120122517982,0.009293338240706661,14.768532092350112
2022-12-30,TikTok,#Tech,Post,Japan,1655182,289945,93775,32084,High,12,4,0,0.17517408961673098,0.056655401037468994,0.01938397106783423,25.121346172203417
2023-04-30,TikTok,#Viral,Video,Australia,1476674,464620,19688,29990,Low,4,6,1,0.3146395209775482,0.013332665165093988,0.020309154220904548,34.828134036354676
2022-11-10,Twitter,#Viral,Shorts,Brazil,1771174,91099,97414,3140,Low,11,3,0,0.051434246437673546,0.05499967817955774,0.001772835418767439,10.820676003599871
2022-03-08,TikTok,#Challenge,Reel,Australia,3327212,134040,6283,36793,High,3,1,0,0.0402859811758313,0.0018883677986253956,0.011058207291870792,5.323255626632748
2022-08-30,TikTok,#Gaming,Post,India,690673,437322,28171,24122,Medium,8,1,0,0.6331824177287949,0.04078775339415324,0.034925355414211934,70.88955265371601
2023-02-19,YouTube,#Gaming,Tweet,Australia,3569008,137418,23331,49305,Medium,2,6,1,0.038503135885377675,0.006537110592074884,0.013814763093834477,5.885500957128704
2022-11-25,TikTok,#Dance,Tweet,Brazil,3099684,153065,41200,7632,Low,11,4,0,0.04938084011144362,0.013291677474219953,0.0024621864680399678,6.513470405370354
2022-08-06,Twitter,#Music,Reel,Japan,3710671,76950,26333,7103,Medium,8,5,1,0.02073748925733378,0.0070965601639164455,0.0019142090473663659,2.9748258468616595
2023-10-31,Instagram,#Education,Post,Canada,3188483,368317,49091,21981,Low,10,1,0,0.11551480751191083,0.0153963499256543,0.00689387398333314,13.780503142089827
2023-10-27,TikTok,#Comedy,Live Stream,USA,2801347,499380,60311,12282,High,10,4,0,0.17826424216635783,0.02152928573289921,0.004384319400631196,20.41778472998882
2022-04-22,TikTok,#Challenge,Live Stream,USA,2248578,93218,59577,14331,Medium,4,4,0,0.04145642268135684,0.02649541176690335,0.006373361297673463,7.432519574593366
2022-07-09,Twitter,#Music,Live Stream,Australia,1609482,403027,23102,44642,High,7,5,1,0.25040789521100576,0.014353686465583337,0.027736874348392837,29.24984560249819
2023-05-12,YouTube,#Challenge,Live Stream,Brazil,4251376,37945,3378,26696,Low,5,4,0,0.008925345582230317,0.0007945662768948218,0.006279378723500344,1.5999290582625485
2022-07-01,YouTube,#Challenge,Reel,India,1358058,300720,59766,43145,Medium,7,4,0,0.22143384155904977,0.04400842968415193,0.031769629868532864,29.721190111173456
2023-03-03,TikTok,#Tech,Tweet,India,2606224,69943,67574,13284,Medium,3,4,0,0.02683691041138444,0.025927932518463495,0.005097029265327922,5.786187219517585
2023-01-22,Instagram,#Viral,Video,Brazil,3442475,429165,1181,16421,Medium,1,6,1,0.12466757202303576,0.0003430671246704769,0.00477011452515995,12.978075367286618
2023-11-23,Twitter,#Dance,Live Stream,Australia,3909627,162796,63419,5547,High,11,3,0,0.04163977791231747,0.016221240542895782,0.0014188054256838313,5.927982388089708
2022-06-13,YouTube,#Education,Post,Germany,4022893,120768,54001,43214,Medium,6,0,0,0.030020186964952834,0.013423424386380648,0.01074202072985784,5.418563208119132
2023-10-08,TikTok,#Fitness,Live Stream,Canada,2288198,160224,63631,2779,High,10,6,1,0.07002191243939554,0.02780834525683529,0.0012144928017592883,9.904475049799013
2022-01-11,YouTube,#Fashion,Post,Germany,1707547,468293,62396,41097,Medium,1,1,0,0.2742489664998972,0.036541307501345495,0.024067858747079875,33.48581327483226
2023-04-11,TikTok,#Dance,Reel,USA,167982,473290,53315,22117,High,4,1,0,2.8175042564084247,0.31738519603290827,0.1316629162648379,326.6552368706171
2023-12-20,Twitter,#Tech,Shorts,India,1723036,269685,15870,11719,Low,12,2,0,0.15651733335809584,0.009210486606199754,0.006801366889606485,17.252918685390206
2022-08-17,Instagram,#Tech,Video,Germany,1368137,220395,47904,42984,Low,8,2,0,0.16109132345664212,0.03501403733690413,0.03141790624769303,22.75232670412393
2022-11-21,Instagram,#Comedy,Shorts,Brazil,1753723,413003,90078,39688,High,11,0,0,0.235500703360793,0.05136386989279379,0.022630711919727344,30.949528517331416
2022-01-16,Twitter,#Music,Live Stream,USA,4289386,188014,39473,14691,Low,1,6,1,0.04383238067173251,0.009202482593079755,0.003424965717704119,5.645982898251638
2023-09-29,Twitter,#Comedy,Video,USA,3356274,322024,4474,33051,High,9,4,0,0.09594687442086075,0.001333025849498581,0.009847527347290478,10.71274276176498
2022-11-29,Instagram,#Dance,Tweet,Germany,2213124,480760,63167,20082,High,11,1,0,0.21723138875182774,0.028542006683764668,0.009074050979520352,25.484744641511277
2022-01-02,TikTok,#Comedy,Video,Canada,1714956,137707,28180,47207,Medium,1,6,1,0.08029768693774067,0.016431908457126596,0.02752665374505235,12.425624913991964
2022-12-15,TikTok,#Comedy,Shorts,UK,2347135,149856,83261,13888,Low,12,3,0,0.06384634884657252,0.03547346019721916,0.005917000939443194,10.523680998323488
2023-08-27,YouTube,#Tech,Reel,Canada,3849864,429897,10666,23842,Medium,8,6,1,0.1116655029891965,0.002770487476960225,0.006192946036535317,12.062893650269205
2022-12-14,TikTok,#Fitness,Shorts,USA,2458064,428601,16411,12329,Medium,12,2,0,0.17436527283260322,0.006676392477982672,0.005015735961309388,18.605740127189527
2022-08-09,TikTok,#Fashion,Tweet,UK,4138951,356632,57983,12027,High,8,1,0,0.08616482775466537,0.014009105205642686,0.002905808742360081,10.307974170266814
2023-04-26,Twitter,#Tech,Reel,USA,786091,115476,45804,33532,Low,4,2,0,0.14689902314108672,0.05826806311228598,0.04265663898963352,24.782372524300623
2023-12-04,Instagram,#Comedy,Tweet,Australia,2428341,178208,2717,10620,High,12,0,0,0.07338672781129174,0.0011188708669828496,0.004373356130790527,7.887895480906512
2022-07-07,Instagram,#Music,Reel,Australia,1934060,55050,41483,39848,Medium,7,3,0,0.02846343960373515,0.02144866239930509,0.02060329048736854,7.051539249040878
2022-04-17,YouTube,#Comedy,Live Stream,UK,3328075,305353,8424,46784,Medium,4,6,1,0.09175063662928269,0.0025311929568894932,0.014057375509866814,10.8339205096039
2023-04-12,Instagram,#Challenge,Shorts,India,4618662,1774,38568,31300,Low,4,2,0,0.0003840939215729577,0.008350470331017944,0.006776854422341362,1.5511418674932265
2022-12-10,YouTube,#Education,Video,Brazil,2637799,128740,47263,25381,Low,12,5,1,0.048805841536826725,0.01791758962680629,0.009622037160526635,7.634546832415964
2022-08-26,Twitter,#Viral,Post,Japan,1021175,427434,92929,40158,Medium,8,4,0,0.4185707640708008,0.09100203197297231,0.03932528704678434,54.889808309055745
2023-11-27,Instagram,#Fashion,Post,India,136708,9741,60279,1977,Medium,11,0,0,0.0712540597477836,0.4409324984638792,0.014461479942651491,52.664803815431426
2023-10-01,TikTok,#Tech,Live Stream,Brazil,4820047,240695,76116,10533,Low,10,6,1,0.04993623506160832,0.015791547260846212,0.0021852484011048025,6.791303072355934
2022-01-24,YouTube,#Tech,Video,Canada,1417619,261333,28832,33631,Medium,1,0,0,0.18434642876541582,0.020338327858190387,0.023723581582921788,22.840833820652797
2023-10-29,Instagram,#Challenge,Shorts,Canada,3373662,127818,52586,17121,Medium,10,6,1,0.037887020098634656,0.015587216502423775,0.005074900805119185,5.8549137406177625
2023-10-12,Twitter,#Viral,Live Stream,Australia,280264,24388,40754,36005,Low,10,3,0,0.08701795450004282,0.14541289641195446,0.1284681585933263,36.08990095053235
2022-08-14,YouTube,#Dance,Post,Brazil,1412186,348080,24255,47797,Low,8,6,1,0.2464831119979946,0.017175499544677543,0.0338461080905773,29.75047196332494
2023-07-24,YouTube,#Comedy,Live Stream,Australia,2440607,59389,15997,21735,Low,7,0,0,0.024333700591697066,0.006554516970573304,0.008905571441858521,3.9793789004128888
2023-03-18,YouTube,#Viral,Live Stream,Canada,1212383,134452,16512,26744,Low,3,5,1,0.1108989485995762,0.013619458537442376,0.02205903579974315,14.657744293676172
2022-12-14,YouTube,#Education,Shorts,India,2561337,468506,33962,5509,Low,12,2,0,0.18291462622841118,0.013259481278722791,0.0021508298205195177,19.83249373276535
2023-11-10,YouTube,#Dance,Post,Japan,886874,374139,41228,35296,High,11,4,0,0.4218626321213611,0.04648687412191585,0.03979821259840744,50.814771884168444
2022-06-20,TikTok,#Tech,Tweet,Brazil,1622096,119815,41769,1529,Medium,6,0,0,0.07386430889417149,0.02575001726161707,0.0009426075891932413,10.05569337449818
2023-12-03,Instagram,#Gaming,Post,Brazil,946358,304294,25948,35055,Low,12,6,1,0.32154216480443976,0.027418799228199054,0.03704200735873739,38.600297139137616
2022-06-25,Twitter,#Music,Video,Germany,4119667,242655,41085,3854,High,6,5,1,0.058901605396746874,0.009972893440173684,0.0009355125062292656,6.981001134314982
2022-02-22,TikTok,#Education,Post,USA,3974573,400911,46622,18136,Low,2,1,0,0.1008689486895825,0.011730065091268924,0.004563005887676487,11.716201966852791
2022-07-20,YouTube,#Challenge,Post,India,2764814,67913,48844,32596,Low,7,2,0,0.024563316013301438,0.017666287858785438,0.011789581505301985,5.401918537738886
2023-02-16,Instagram,#Dance,Post,Canada,3105914,310842,86059,25445,Low,2,3,0,0.10008068478393156,0.027708107822689232,0.008192435463441679,13.598122807006247
2023-04-08,YouTube,#Fitness,Video,UK,2289887,411599,6923,34729,High,4,5,1,0.17974642416852885,0.0030232932891448355,0.01516625056170894,19.793596801938264
2022-10-10,YouTube,#Education,Video,Japan,1213734,342720,58380,21282,Medium,10,0,0,0.28236829486526704,0.04809950120866681,0.01753431971090865,34.800211578484245
2022-05-08,YouTube,#Fitness,Video,Germany,264136,434933,9642,7876,High,5,6,1,1.6466252233697791,0.0365039222218857,0.029817972559590514,171.29471181512554
2023-12-01,Twitter,#Dance,Shorts,Germany,1661537,8669,88291,10996,Low,12,4,0,0.00521745829313461,0.053138148593741816,0.006617968784324394,6.4973575671200825
2023-09-08,Instagram,#Music,Live Stream,UK,643763,472554,57987,11509,High,9,4,0,0.7340496424926565,0.09007507421209358,0.017877697227085123,84.20024139318352
2023-05-02,TikTok,#Dance,Reel,Australia,1296499,230354,67311,23584,Low,5,1,0,0.17767387402535598,0.051917510156197576,0.018190526949885807,24.778191113143937
2023-02-10,TikTok,#Comedy,Post,Germany,1205102,220248,24146,6273,High,2,4,0,0.18276295284548527,0.020036478240016198,0.00520536850822586,20.800479959372733
2023-02-01,Twitter,#Comedy,Post,India,3264905,287339,75893,22514,Low,2,2,0,0.08800838002943424,0.023245086763627118,0.006895759600968481,11.814922639402985
2022-04-17,TikTok,#Fashion,Tweet,Japan,4295107,52742,18986,7245,Medium,4,6,1,0.012279554385955927,0.004420378817105139,0.0016868031459984583,1.8386736349059523
2022-07-13,YouTube,#Tech,Tweet,Canada,736289,485171,37329,48944,Medium,7,2,0,0.6589409864876428,0.05069884243822738,0.06647389815683787,77.61137270827079
2022-08-28,Twitter,#Gaming,Tweet,UK,961783,142483,59165,21732,Medium,8,6,1,0.148144643854175,0.061515955262257706,0.022595533503919282,23.2256132620352
2022-02-13,Instagram,#Challenge,Live Stream,UK,3171066,339557,4006,12554,Medium,2,6,1,0.10707976434422999,0.0012632975787952696,0.003958921069444786,11.230198299247004
2023-09-18,YouTube,#Comedy,Live Stream,Canada,2389579,152619,48984,25191,Medium,9,0,0,0.06386857266489201,0.02049900840273538,0.010542024348222009,9.49096054158494
2022-05-22,TikTok,#Challenge,Shorts,India,804183,164716,88378,8578,Medium,5,6,1,0.20482402637210684,0.10989787150437151,0.010666726354573523,32.53886242310519
2023-09-16,Twitter,#Music,Reel,India,278830,96874,13638,40689,Medium,9,5,1,0.34743033389520495,0.04891152315030664,0.1459276261521357,54.22694831976473
2023-05-07,YouTube,#Fitness,Shorts,UK,894414,424359,9498,48618,High,5,6,1,0.4744547826845286,0.01061924343760272,0.05435737812690768,53.9431404249039
2023-05-06,YouTube,#Viral,Reel,UK,3175002,317730,81407,42155,Low,5,5,1,0.10007237790716353,0.02563998384882907,0.01327715699076725,13.898951874675985
2022-03-20,YouTube,#Dance,Reel,Brazil,2362838,3194,35532,3408,High,3,6,1,0.0013517642766876104,0.015037848553307505,0.0014423333296654278,1.7831946159660543
2023-09-01,TikTok,#Dance,Video,USA,2010391,142135,17115,37585,Low,9,4,0,0.07070017722920566,0.008513269309303514,0.018695368214441867,9.790881475295105
2022-01-10,Twitter,#Music,Tweet,UK,1333519,33634,67008,19020,Medium,1,0,0,0.025221987838193533,0.05024900282635643,0.014263013875317861,8.973400453986782
2023-07-13,TikTok,#Challenge,Video,USA,2851867,407380,86927,39494,Low,7,3,0,0.14284677370999418,0.030480734199736525,0.013848471895779152,18.717597980550988
2023-10-10,Instagram,#Education,Reel,Canada,330476,485696,2619,4585,Low,10,1,0,1.4696861496750142,0.00792493252157494,0.013873927304857236,149.14850095014464
2022-05-25,Twitter,#Comedy,Post,Australia,1068462,397476,34854,18603,Medium,5,2,0,0.37200761468353577,0.03262072025022884,0.01741100759783689,42.20393425316015
2023-05-30,Twitter,#Tech,Live Stream,Australia,370537,271989,18364,40465,Low,5,1,0,0.7340400553790849,0.049560502729821855,0.10920636805501205,89.28069261639189
2023-06-30,Twitter,#Fitness,Video,Germany,2055018,318200,34749,4831,High,6,4,0,0.15484049288132756,0.016909340940079357,0.002350830990288163,17.41006648116951
2023-06-07,Instagram,#Dance,Video,Brazil,1179104,355660,14269,32625,Medium,6,2,0,0.30163581838412895,0.012101561863923792,0.027669315005292155,34.140669525334495
2022-04-27,Twitter,#Fashion,Reel,USA,842477,301736,68814,19088,Low,4,2,0,0.3581533976595207,0.08168056813420425,0.022656998351290304,46.24909641450152
2023-03-09,Instagram,#Fashion,Live Stream,India,739337,157550,81164,9915,Medium,3,3,0,0.21309632819674926,0.10977943752307812,0.013410663878583109,33.628642959841045
2022-11-15,Twitter,#Fitness,Shorts,Australia,4500031,189284,97120,44811,Medium,11,1,0,0.042062821345008515,0.021582073545715574,0.009957931400917016,7.36028262916411
2023-02-09,YouTube,#Education,Tweet,UK,1215133,357427,68104,34015,Low,2,3,0,0.29414640208108905,0.056046539761491126,0.027992820538986267,37.818576238156645
2023-02-25,Instagram,#Challenge,Post,Brazil,449348,35182,4716,18161,High,2,5,1,0.07829566393975271,0.010495206387922056,0.04041633655874734,12.92072068864221
2022-07-16,Twitter,#Dance,Reel,India,1190740,213240,94333,16398,Medium,7,5,1,0.17908191544753682,0.07922216436837597,0.013771268286947613,27.207534810286038
2022-10-31,YouTube,#Fashion,Post,Brazil,1118979,426061,23299,8196,Medium,10,0,0,0.38075870950214435,0.02082165974517842,0.007324534240588965,40.890490348791175
2023-01-18,Instagram,#Fashion,Tweet,Brazil,4007152,432650,96770,7738,Medium,1,2,0,0.10796945062228736,0.02414932101402692,0.0019310472874500394,13.40498189237643
2023-03-26,Twitter,#Fashion,Post,Japan,3390112,413183,6201,2949,Low,3,6,1,0.12187886417911857,0.0018291431079563152,0.0008698827649351998,12.45778900520101
2023-12-20,Instagram,#Viral,Reel,Canada,4223266,5635,13422,13879,Low,12,2,0,0.0013342754162299984,0.0031781090748250287,0.0032863191662566363,0.7798703657311663
2023-10-13,Twitter,#Tech,Tweet,USA,837863,264887,35633,21578,High,10,4,0,0.31614595703593545,0.04252843245256086,0.025753613657602734,38.442800314609904
2023-08-26,Twitter,#Viral,Tweet,Germany,3425267,229865,43423,22490,Low,8,5,1,0.06710863707851096,0.012677259904118424,0.00656591150412508,8.635180848675446
2022-10-14,Twitter,#Education,Shorts,Germany,4347648,241142,55800,165,High,10,4,0,0.05546493184360832,0.01283452570217276,3.7951554495672146e-05,6.833740910027675
2023-03-20,TikTok,#Music,Video,UK,2454558,271958,31163,46231,High,3,0,0,0.11079713740722362,0.012695972146512732,0.018834755585323305,14.232786513905966
2023-08-10,Twitter,#Fitness,Video,Brazil,4328041,127158,91300,2263,Low,8,3,0,0.02938003591001102,0.021094994247975007,0.000522869353594386,5.099789951158041
2022-10-27,TikTok,#Tech,Live Stream,Germany,4511744,254344,59222,41866,Medium,10,3,0,0.056373765887426236,0.013126188010667271,0.009279338544030867,7.877929244212438
2023-06-26,YouTube,#Fashion,Live Stream,Japan,4610463,425376,84697,14385,Medium,6,0,0,0.09226318484716177,0.0183706061625481,0.0031200770942094104,11.375386810391928
2022-01-05,Instagram,#Education,Live Stream,Germany,2277825,468829,14948,24904,Low,1,2,0,0.20582309878941535,0.006562400535598653,0.010933236749969818,22.33187360749838
2022-08-22,YouTube,#Music,Live Stream,Japan,3893120,140608,79169,3536,High,8,0,0,0.03611704750945257,0.02033561770507973,0.0009082689462436298,5.736093416077593
2023-11-24,TikTok,#Gaming,Video,Canada,323133,316119,92969,275,Low,11,4,0,0.9782937675817698,0.2877112520231607,0.0008510427594829374,126.68560623644134
2022-07-28,TikTok,#Comedy,Reel,Japan,4714288,367578,82639,34084,High,7,3,0,0.07797105310494395,0.017529476349344802,0.0072299358885159325,10.273046534280468
2023-08-20,Instagram,#Viral,Reel,Japan,2449412,260270,93639,48015,Medium,8,6,1,0.10625815501842892,0.03822917500200048,0.019602663822990987,16.40899938434204
2022-12-13,Instagram,#Fashion,Video,Germany,3525460,12794,64359,44733,Low,12,1,0,0.003629029970557034,0.018255490063708,0.012688556954269797,3.457307698853483
2023-03-08,YouTube,#Viral,Reel,Canada,4742368,54608,90554,26913,Medium,3,2,0,0.011514922502850897,0.019094680126046735,0.005675012989291426,3.6284615618189053
2023-11-06,Instagram,#Fashion,Reel,Australia,2884482,205837,18884,34478,High,11,0,0,0.07136012635890951,0.006546756055333332,0.011952926036633267,8.98598084508761
2022-05-06,TikTok,#Education,Tweet,Japan,2816091,31691,13582,28775,Medium,5,4,0,0.011253542587934836,0.004822997552280803,0.010218064686119873,2.6294604826335513
2023-03-24,Twitter,#Challenge,Tweet,Canada,4467747,342278,65649,39380,Medium,3,4,0,0.07661087344471386,0.014693983343282419,0.008814286037235322,10.01191428252316
2023-07-13,YouTube,#Music,Reel,USA,4985164,47700,96055,48941,High,7,3,0,0.00956839133075662,0.01926817252150581,0.00981732998152117,3.86538938337836
2023-10-19,TikTok,#Comedy,Shorts,Germany,4745468,126563,37361,35102,High,10,3,0,0.02667028836776478,0.007872985340961102,0.007396952207874966,4.194022591660085
2023-08-19,YouTube,#Tech,Video,UK,4193386,430264,84216,12887,Low,8,5,1,0.10260538858097012,0.020083054600745078,0.0030731728488624706,12.576161603057766
2022-08-13,YouTube,#Education,Tweet,USA,1406438,73183,6162,13527,Medium,8,5,1,0.05203428803829248,0.004381280938086144,0.009617914191738278,6.60334831681169
2023-08-01,YouTube,#Dance,Live Stream,Germany,4920264,398327,3628,34070,Medium,8,1,0,0.0809564283542509,0.0007373588083891433,0.006924425193444905,8.861821235608495
2022-06-12,TikTok,#Fitness,Live Stream,Australia,675163,272637,95308,27495,High,6,6,1,0.4038091542338665,0.14116294879903074,0.040723499362376195,58.56956023952734
